id,context,question,answer,category,span_start,span_end,classification
2711wNn5GeHqOfTsTyQ56zpG937,"Setelah 1870, konflik Eropa terhindar melalui jaringan perjanjian yang direncanakan secara hati-hati antara Kekaisaran Jerman dan seluruh Eropa yang dirancang oleh Bismarck. Ia berupaya menahan Rusia agar tetap di pihak Jerman untuk menghindari perang dua front dengan Prancis dan Rusia. Ketika Wilhelm II naik takhta sebagai Kaisar Jerman (Kaiser), Bismarck terpaksa pensiun dan sistem aliansinya perlahan dihapus. Misalnya, Kaiser menolak memperbarui Perjanjian Reasuransi dengan Rusia pada tahun 1890. Dua tahun kemudian, Aliansi Prancis-Rusia ditandatangani untuk melawan kekuatan Aliansi Tiga. Pada tahun 1904, Britania Raya menandatangani serangkaian perjanjian dengan Prancis, Entente Cordiale, dan pada 1907, Britania Raya dan Rusia menandatangani Konvensi Inggris-Rusia. Meski perjanjian ini secara formal tidak menyekutukan Britania Raya dengan Prancis atau Rusia, mereka memungkinkan Britania masuk konflik manapun yang kelak melibatkan Prancis dan Rusia, dan sistem penguncian perjanjian bilateral ini kemudian dikenal sebagai Entente Tiga.",Bagaimana cara Eropa terhindar dari permasalahan setelah tahun 1870?,melalui jaringan perjanjian yang direncanakan secara hati-hati antara Kekaisaran Jerman dan seluruh Eropa yang dirancang oleh Bismarck,SPAN,38,172,B
5753KHX9NUZ-uCbV_zi_V4J183,"Indonesia memiliki sekitar 10% dari seluruh spesies tumbuhan berbunga di Bumi (sebanyak 25.000 spesies, 55% di antaranya endemik di Indonesia). Negara ini juga memiliki sekitar 12% spesies mamalia di Bumi (515 spesies) sehingga menempati peringkat kedua pada keanekaragaman mamalia setelah Brasil. Indonesia menempati peringkat keempat pada keanekaragaman spesies reptil (781 spesies) dan primata (35 spesies), peringkat kelima pada keanekaragaman spesies burung (1.592 spesies), serta peringkat keenam pada keanekaragaman spesies amfibi (270 spesies).",Berapa banyak spesies tumbuhan yang dimiliki Indonesia?,25.000,SPAN,88,94,B
2722B2Q7xCqKAJysuUWecphg908,"Selandia Baru menduduki Samoa Jerman (kemudian Samoa Barat) pada tanggal 30 Agustus 1914. Tanggal 11 September, Pasukan Ekspedisi Laut dan Militer Australia mendarat di pulau Neu Pommern (kemudian Britania Baru), yang merupakan wilayah Nugini Jerman. Tanggal 28 Oktober, kapal jelajah SMS Emden menenggelamkan kapal jelajah Jerman Zhemchug pada Pertempuran Penang. Jepang merebut koloni Mikronesia Jerman dan, setelah Pengepungan Tsingtao, pelabuhan batu bara Jerman di Qingdao di semenanjung Shandong, Tiongkok. Dalam beberapa bulan, pasukan Sekutu telah merebut semua teritori Jerman di Pasifik; hanya pos dagang terisolasi dan sedikit wilayah di Nugini yang bertahan.",Apa yang kapal SMS Eden lakukan pada tanggal 28 Oktober?,menenggelamkan kapal jelajah Jerman Zhemchug pada Pertempuran Penang,SPAN,295,363,B
2074kJ6tj7m3dUealDR0iSOG1579,"Penghargaan atas situs ini tumbuh perlahan. Untuk waktu yang cukup lama Borobudur telah menjadi sumber cenderamata dan pendapatan bagi pencuri, penjarah candi, dan kolektor pemburu artefak . Kepala arca Buddha adalah bagian yang paling banyak dicuri. Karena mencuri seluruh arca buddha terlalu berat dan besar, arca sengaja dijungkirkan dan dijatuhkan oleh pencuri agar kepalanya terpenggal. Karena itulah kini di Borobudur banyak ditemukan arca Buddha tanpa kepala. Kepala Buddha Borobudur telah lama menjadi incaran kolektor benda antik dan museum-museum di seluruh dunia. Pada 1882, kepala inspektur artefak budaya menyarankan agar Borobudur dibongkar seluruhnya dan reliefnya dipindahkan ke museum akibat kondisi yang tidak stabil, ketidakpastian dan pencurian yang marak di monumen. Akibatnya, pemerintah menunjuk Groenveldt, seorang arkeolog, untuk menggelar penyelidikan menyeluruh atas situs dan memperhitungkan kondisi aktual kompleks ini; laporannya menyatakan bahwa kekhawatiran ini berlebihan dan menyarankan agar bangunan ini dibiarkan utuh dan tidak dibongkar untuk dipindahkan.",Mengapa banyak arca tanpa kepala di candi Borobudur ?,arca sengaja dijungkirkan dan dijatuhkan oleh pencuri agar kepalanya terpenggal,SPAN,311,390,B
9012HUd6aulh_Yu4SRtV4Ju2622,"Pada dasarnya, satu tim sepak bola terdiri dari 1 orang penjaga gawang, 2-5 orang pemain bertahan, 2-5 orang pemain tengah, dan 1-3 orang penyerang. Penjaga gawang (kiper) adalah satu-satunya pemain dalam sebuah tim yang boleh menggunakan tangan untuk menghalangi bola menuju gawang dari serangan tim lawan. Umumnya, penjaga gawang mengenakan pakaian (jersey) yang berbeda dengan pemain lainnya. Pemain bertahan (back) memiliki tugas utama untuk menghalangi dan menutup pergerakan tim lawan. Pemain tengah (gelandang / playmaker) biasanya terdiri dari pemain tengah serang yang bermain dekat dengan penyerang dan pemain tengah bertahan yang bermain dekat dengan pemain bertahan. Tugas utama pemain tengah adalah mengatur tempo permainan dan menjadi penyokong peran bek dan striker dalam tim. Terdapat pula pemain sayap (winger) yang bertugas di sisi kanan atau kiri lapangan. Penyerang (striker) memiliki tugas utama untuk mencetak gol ke gawang lawan.",Siapakah pemain yang boleh memegang bola pada permainan sepak bola ?,Penjaga gawang,SPAN,149,163,A
2730mL2oE6m4D8Od_UQ6wMXf883,"Kapal-U Jerman berusaha memotong jalur suplai antara Amerika Utara dan Britania. Sifat peperangan kapal selam berarti bahwa serangan bisa datang tanpa peringatan, sehingga memberi kemungkinan selamat yang kecil bagi awak kapal dagang. Amerika Serikat mengeluarkan protes, dan Jerman mengganti aturan pertempuran. Setelah penenggelaman kapal penumpang RMS Lusitania tahun 1915, Jerman berjanji tidak lagi menyerang kapal penumpang, sementara Britania mempersenjatai kapal-kapal dagangnya dan menempatkan mereka di luar perlindungan aturan kapal jelajah yang meminta peringatan dan penempatan awak di tempat aman (standar yang tidak dimiliki sekoci). Akhirnya, pada awal 1917, Jerman menerapkan kebijakan peperangan kapal selam tak terbatas, menyadari bahwa Amerika Serikat akan ikut berperang. Jerman berupaya menghambat jalur laut Sekutu sebelum Amerika Serikat dapat memindahkan pasukan dalam jumlah besar ke luar negeri, tetapi hanya mampu mengerahkan lima kapal-U jarak jauh dengan dampak yang sedikit.",Apa nama kapal yang tenggelam pada tahun 1915?,RMS Lusitania,SPAN,351,364,B
1453eTocKdHUvXr67uYm59TP2106,"Jumlah penduduk dan komposisi etnis di Jakarta, selalu berubah dari tahun ke tahun. Berdasarkan sensus penduduk tahun 2000, tercatat bahwa setidaknya terdapat tujuh etnis besar yang mendiami Jakarta. Suku Jawa merupakan etnis terbesar dengan populasi 35,16% penduduk kota. Etnis Betawi berjumlah 27,65% dari penduduk kota. Pembangunan Jakarta yang cukup pesat sejak awal tahun 1970-an, telah banyak menggusur perkampungan etnis Betawi ke pinggiran kota. Pada tahun 1961, orang Betawi masih membentuk persentase terbesar di wilayah pinggiran seperti Cengkareng, Kebon Jeruk, Pasar Minggu, dan Pulo Gadung",Suku apa yang menjadi terbesar di Jakarta?,Suku Jawa,SPAN,200,209,B
641M4LSzcBNf0p8MuWs4Li43030,"Pada masa Orde Baru pemerintah sangat mengutamakan persatuan bangsa Indonesia. Setiap hari media massa seperti radio dan televisi mendengungkan slogan persatuan dan kesatuan bangsa . Salah satu cara yang dilakukan oleh pemerintah adalah meningkatkan transmigrasi dari daerah yang padat penduduknya seperti Jawa, Bali dan Madura ke luar Jawa, terutama ke Kalimantan, Sulawesi, Timor Timur, dan Irian Jaya. Namun dampak negatif yang tidak diperhitungkan dari program ini adalah terjadinya marjinalisasi terhadap penduduk setempat dan kecemburuan terhadap penduduk pendatang yang banyak mendapatkan bantuan pemerintah. Muncul tuduhan bahwa program transmigrasi sama dengan jawanisasi yang sentimen anti-Jawa di berbagai daerah, meskipun tidak semua transmigran itu orang Jawa.",Tempat tempat mana saja yang dijadikan tujuan transmigrasi?,"Kalimantan, Sulawesi, Timor Timur, dan Irian Jaya",SPAN,354,403,B
937wMFiXffRIE3NG_K_PJuV2519,"Pelita V dimulai 1 April 1989 sampai 31 Maret 1994. Pada Pelita ini pembangunan ditekankan pada sector pertanian dan industri. Pada masa itu kondisi ekonomi Indonesia berada pada posisi yang baik, dengan pertumbuhan ekonomi sekitar 6,8% per tahun. Posisi perdagangan luar negeri memperlihatkan gambaran yang menggembirakan. Peningkatan ekspor lebih baik dibanding sebelumnya.",Kapankah periode Pelita V dilaksanakan?,1 April 1989 sampai 31 Maret 1994,SPAN,17,50,B
556fLKlHwoGAKGwwcRMBDwh240,"Ketika orang-orang Eropa datang pada awal abad ke-16, mereka menemukan beberapa kerajaan yang dengan mudah dapat mereka kuasai demi mendominasi perdagangan rempah-rempah. Portugis pertama kali mendarat di dua pelabuhan Kerajaan Sunda yaitu Banten dan Sunda Kelapa, tetapi dapat diusir dan bergerak ke arah timur dan menguasai Maluku. Pada abad ke-17, Belanda muncul sebagai yang terkuat di antara negara-negara Eropa lainnya, mengalahkan Britania Raya dan Portugal (kecuali untuk koloni mereka, Timor Portugis). Pada masa itulah agama Kristen masuk ke Indonesia sebagai salah satu misi imperialisme lama yang dikenal sebagai 3G, yaitu Gold, Glory, and Gospel. Belanda menguasai Indonesia sebagai koloni hingga Perang Dunia II, awalnya melalui VOC, dan kemudian langsung oleh pemerintah Belanda sejak awal abad ke-19.",Kapan bangsa Eropa mulai menjajah Indonesia?,awal abad ke-16,SPAN,37,52,B
2640x6nNIaOGwyi0gBPzvykU1131,"Lima negeri lainnya di semenanjung, dikenal sebagai Negeri-negeri Melayu Bersekutu, tidak diperintah langsung dari London, juga menerima para penasihat Britania di akhir abad ke-20. Empat dari lima negeri itu: Perlis, Kedah, Kelantan, dan Terengganu sebelumnya dikuasai Siam. Negeri yang tidak bersekutu lainnya, Johor, satu-satunya negeri yang memelihara kemerdekaannya di sebagian besar abad ke-19. Sultan Abu Bakar dari Johor dan Ratu Victoria kenalan pribadi, dan mengakui satu sama lain sederajat. Hal ini tidak pernah terjadi hingga 1914 ketika pengganti Sultan Abu Bakar, Sultan Ibrahim menerima seorang penasihat Britania.",Apa saja negara melayu bersukutu yang dikuasai Siam?,"Perlis, Kedah, Kelantan, dan Terengganu",SPAN,210,249,B
1812VV7iwFJbaygIgu6vzb9F3406,"Terdapat juga penganut Baha'i, Wicca, Druid, Jain, agama pribumi, humanis dan komunitas deis. Keraguan mengenai keberadaan Tuhan atau Dewa semakin berkembang pesat di kalangan warga Amerika yang berusia di bawah 30 tahun. Hasil jajak pendapat menunjukkan bahwa tingkat kepercayaan warga Amerika terhadap Tuhan menurun secara bertahap, dan warga Amerika yang berusia muda juga semakin tidak religius.",Bagaimana kepercayaan warga Amerika terhadap Tuhan dari tahun ke tahun?,menurun secara bertahap,SPAN,310,333,A
2560nGtG9OY7-88aqDalhuYv2470,"Perubahan strategi Hindia Belanda terjadi ketika Gubernur Jenderal De Kock diangkat menjadi panglima seluruh Hindia Belanda tahun 1827. Untuk membatasi ruang gerak dan strategi gerilya Pangeran Diponegoro, De Kock menggunakan strategi perbentengan (Benteng Stelsel). Benteng-benteng dengan kawat berduri didirikan begitu pasukan Hindia Belanda berhasil merebut daerah kekuasaan pasukan Diponegoro. Tujuannya agar pasukan Diponegoro tidak dapat kembali dan mempersempit ruang geraknya. Jarak antar bentang berdekatan dan dihubungkan dengan pasukan gerak cepat.",Apa yang dilakukan Gubernur Jendral De Kock untuk membatasi pergerakan Pangeran Diponegoro?,menggunakan strategi perbentengan (Benteng Stelsel),SPAN,214,266,A
1594lISY-Dfis872k6M3Utdc1251,"Masa kepemimpinan Tirtokoesomo berlangsung dari tahun 1908-1911. Selama masa kepemimpinannya, organisasi Budi Utomo menciptakan beberapa gerakan seperti penerbitan majalah guru desa serta perubahan kurikulum pengajaran Bahasa Belanda yang semula diajarkan dari kelas tiga ke atas menjadi dimulai sejak kelas 1. Hasil ini dinilai lambat karena seharusnya dengan cabang-cabang Budi Utomo yang cukup banyak, gerakan Budi Utomo dinilai lambat dan sangat hati-hati. Organisi ini juga tetap terus berjuang di bidang sosial-buclaya tanpa menyentuh bidang politik, meskipun delat dengan Hubungan dengan pemerintah karena sebagian besar anggota merupakan pegawai pemerintah.",Mengapa hasil pergerakan Budi Utomo dibawah Tirtokoesomo dinilai lambat ?,"eharusnya dengan cabang-cabang Budi Utomo yang cukup banyak, gerakan Budi Utomo dinilai lambat dan sangat hati-hati",SPAN,343,459,B
2115o-NOQilKM9cMoL7EeDR01462,"Dengan adanya program ini, pada tanggal 2 Januari 1948 Presiden Soekarno mengeluarkan Keputusan Presiden No.1 Tahun 1948, yang memecah pucuk pimpinan TNI menjadi Staf Umum Angkatan Perang dan Markas Besar Pertempuran. Staf Umum dimasukkan ke dalam Kementerian Pertahanan di bawah seorang Kepala Staf Angkatan Perang (KASAP). Sementara itu, Markas Besar Pertempuran dipimpin oleh seorang Panglima Besar Angkatan Perang Mobil. Pucuk pimpinan TNI dan Staf Gabungan Angkatan Perang beserta seluruh perwira militer dihapus, dan pangkatnya diturunkan satu tingkat. Presiden kemudian mengangkat Soerjadi Soerjadarma sebagai Kepala Staf Angkatan Perang dengan Kolonel T.B. Simatupang sebagai wakilnya. Sebagai Panglima Besar Angkatan Perang Mobil diangkat Soedirman. Staf Umum Angkatan Perang bertugas sebagai perencana taktik dan siasat serta berkoordinasi dengan Kementerian Pertahanan, sedangkan Staf Markas Besar Angkatan Perang Mobil adalah pelaksana taktis operasional.",Siapakah kepala staf angkatan perang ?,Soerjadi Soerjadarma,SPAN,588,608,C
1502t95YZwb3DBEc50kzbs112018,"NCT singkatan dari Neo Culture Technology adalah sebuah boy group asal Korea Selatan yang dibentuk oleh SM Entertainment. Grup boyband ini terbagi menjadi beberapa sub-unit yaitu, NCT U, NCT 127, NCT Dream, dan WayV. Sejak diumumkan pembentukannya pada tahun 2016, grup ini telah berkembang hingga mencapai total 23 anggota yang tergabung dalam empat sub-unit berbeda.",NCT dibentuk oleh siapa?,SM Entertainment,SPAN,104,120,A
643hOw7cSZHnFDg9xSl_9rX3025,"Mundurnya Soeharto dari jabatannya pada tahun 1998 dapat dikatakan sebagai tanda akhirnya Orde Baru, untuk kemudian digantikan . Masih adanya tokoh-tokoh penting pada masa Orde Baru di jajaran pemerintahan pada masa Reformasi ini sering membuat beberapa orang mengatakan bahwa Orde Baru masih belum berakhir. Oleh karena itu Era Reformasi atau Orde Reformasi sering disebut sebagai Era Pasca Orde Baru.",nama lain dari masa reformasi?,Era Pasca Orde Baru,SPAN,382,401,B
2707gSiUHQVzCZqq8wFY2gvz944,"Peristiwa di front Britania sama rusuhnya seperti front depan, karena para pihak terlibat berusaha memobilisasi tenaga manusia dan sumber daya ekonomi mereka untuk melakukan perang total. Pada akhir perang, empat kekuatan imperial besar—Kekaisaran Jerman, Rusia, Austria-Hongaria, dan Utsmaniyah—bubar. Negara pengganti dua kekaisaran yang disebutkan pertama tadi kehilangan banyak sekali wilayah, sementara dua terakhir bubar sepenuhnya. Eropa Tengah terpecah menjadi beberapa negara kecil. Liga Bangsa-Bangsa dibentuk dengan harapan mencegah konflik seperti ini selanjutnya. Nasionalisme Eropa yang muncul akibat perang dan pembubaran kekaisaran, dampak kekalahan Jerman dan masalah dengan Traktat Versailles diyakini menjadi faktor penyebab pecahnya Perang Dunia II.",Mengapa kejadian di front britania dinilai sama kacaunya dengan front depan?,karena para pihak terlibat berusaha memobilisasi tenaga manusia dan sumber daya ekonomi mereka untuk melakukan perang total,SPAN,63,186,B
2114PF_Hzr-w95B50r8JycTn1466,"Pertempuran Ambarawa membuat Soedirman lebih diperhatikan di tingkat nasional, dan membungkam bisik-bisik yang menyatakan bahwa ia tidak layak menjadi pemimpin TKR karena kurangnya pengalaman militer dan pekerjaannya sebelumnya adalah guru sekolah. Pada akhirnya, Soedirman dipilih karena kesetiaannya yang tidak diragukan, sementara kesetiaan Oerip kepada Belanda dipandang dengan penuh kecurigaan. Soedirman dikukuhkan sebagai panglima besar TKR pada tanggal 18 Desember 1945. Posisinya sebagai kepala Divisi V digantikan oleh Kolonel Sutiro, dan mulai berfokus pada masalah-masalah strategis. Hal yang dilakukannya antara lain dengan membentuk dewan penasihat, yang bertugas memberikan saran mengenai masalah-masalah politik dan militer. Oerip sendiri menangani masalah-masalah militer.",Siapakah yang menggantikan sudirman sebagai kepala divisi V ?,Kolonel Sutiro,SPAN,529,543,B
1387YoNwFgU_hCV3WDkM6HFk720,"Kabinet Natsir jatuh pada 21 Maret 1951 dalam periode 6,5 bulan dan belum sempat melaksanakan program-programnya. Jatuhnya kabinet ini karena adanya mosi tidak percaya dari PNI menyangkut pencabutan Peraturan Pemerintah mengenai DPRD dan DPRDS. PNI menganggap Peraturan Pemerintah No. 39 Tahun 1950 mengenai DPRD terlalu menguntungkan Masyumi. Mosi tersebut disetujui parlemen sehingga Natsir harus mengembalikan mandatnya kepada Presiden.",Berapa lama kabinet natsir berlangsung?,"6,5 bulan",SPAN,54,63,B
25567DWWtABHgq600h7hP6972477,"Para senopati menggunakan strategi dengan menjadikan kondisi alam sebagai senjata dan tameng yang tak terkalahkan. Hal ini dilakukan dengan melakukan serangan-serangan besar-besaran pada saat bulan-bulan penghujan. Hujan tropis yang deras tersebut sering kali membuat gerak dari pasukan Hindia Belanda terhambat, sehingga para gubernur Hindia Belanda akan melakukan berbagai usaha untuk melakukan gencatan senjata dan berunding. Ancaman lainnya datang dari penyakit malaria, disentri, dan sebagainya, yang menjadi “musuh yang tak tampak” bagi pasukan Hindia Belanda sehingga sering kali melemahkan moral dan kondisi fisik bahkan merenggut nyawa pasukan. Ketika gencatan senjata terjadi, Belanda lantas memanfaatkan situasi dengan mengkonsolidasikan pasukannya dan menyebarkan mata-mata serta provokator di desa-desa dan kota kemudian menghasut, memecah belah dan bahkan menekan anggota keluarga para pengeran dan pemimpin perjuangan rakyat yang berjuang di bawah komando pangeran Diponegoro. Namun, pejuang pribumi tersebut tidak gentar dan tetap berjuang melawan Belanda.",Apa yang dilakukan Hindia Belanda ketika musim hujan?,melakukan gencatan senjata dan berunding,SPAN,387,427,A
2438_EbtTSQc5lsCpGlzo17M1926,"Pada tahun 1999, Presiden B.J. Habibie mengangkatnya menjadi Duta Besar Republik Indonesia Untuk Republik Singapura pada awal era Reformasi. Kepiawaian Luhut dalam diplomasi dianggap mampu mengatasi hubungan kedua negara yang sempat terganggu dan kurang selarasnya komunikasi antar pemimpin negara sepeninggal Presiden Soeharto. Dalam tiga bulan pertama masa jabatannya, ia mampu memulihkan hubungan kedua negara ke tingkatan semula.",Mengapa luhut dinilai piawai dalam diplomasi ?,mampu mengatasi hubungan kedua negara yang sempat terganggu,SPAN,183,242,B
625s5iuUhzcOucr1cjzlQTe39,"Pada tanggal 6 Agustus 1945 sebuah bom atom dijatuhkan di atas kota Hiroshima Jepang oleh Amerika Serikat yang mulai menurunkan moral semangat tentara Jepang di seluruh dunia. Sehari kemudian, Badan Penyelidik Usaha-Usaha Persiapan Kemerdekaan (disingkat BPUPK; Dokuritsu Junbi Chōsa-kai), berganti nama menjadi Panitia Persiapan Kemerdekaan Indonesia (disingkat PPKI; Dokuritsu Junbi Iin-kai), untuk lebih menegaskan keinginan dan tujuan mencapai kemerdekaan Indonesia. Pada tanggal 9 Agustus 1945, bom atom kedua dijatuhkan di atas Nagasaki, yang menyebabkan Jepang menyerah kepada Amerika Serikat dan sekutunya. Momen ini pun dimanfaatkan oleh Indonesia untuk memproklamasikan kemerdekaannya.",Siapa yang menjatuhkan bom atom kepada Jepang?,Amerika Serikat,SPAN,90,105,A
2150mk9STtYfvVPdRfNOdnih4223,"Syekh Datuk Kahfi merupakan guru dari Pangeran Walangsungsang dan Nyai Rara Santang (Syarifah Muda im), yaitu putera dan puteri dari Sri Baduga Maharaja (Prabu Siliwangi), raja Kerajaan Pajajaran, Jawa Barat. Syekh Datuk Kahfi wafat dan dimakamkan di Gunung Jati, bersamaan dengan makam Syarif Hidayatullah (Sunan Gunung Jati), Pangeran Pasarean, dan raja-raja Kesultanan Cirebon lainnya.",Siapa nama raja Kerajaan Pajajaran?,Sri Baduga Maharaja,SPAN,133,152,B
606ydc6r27eppB2SC3CIOZ594,"Arsitektur Indonesia mencerminkan keanekaragaman budaya, sejarah, dan geografi yang membentuk Indonesia seutuhnya. Kaum penyerang, penjajah, penyebar agama, pedagang, dan saudagar membawa perubahan budaya dengan memberi dampak pada gaya dan teknik bangunan. Tradisionalnya, pengaruh arsitektur asing yang paling kuat adalah dari India. Tetapi, Tiongkok, Arab, dan sejak abad ke-19 pengaruh Eropa menjadi cukup dominan.","Pada zaman dahulu, darimanakah asal pengaruh gaya arsitektur Indonesia?",India,SPAN,329,334,B
2703tHS1apl2j5UgPSEuvXw2955,"Mereka tidak bertambah tua ataupun bertambah muda, keadaan mereka sekarang sama persis ketika mereka diciptakan. Dalam ajaran Islam, ibadah manusia dan jin lebih disukai oleh Allah dibandingkan ibadah para malaikat, karena manusia dan jin bisa menentukan pilihannya sendiri berbeda dengan malaikat yang tidak memiliki pilihan lain. Malaikat mengemban tugas-tugas tertentu dalam mengelola alam semesta. Mereka dapat melintasi alam semesta secepat kilat atau bahkan lebih cepat lagi. Mereka tidak berjenis lelaki atau perempuan dan tidak berkeluarga.",Apa yang merupakan salah satu kemampuan dari malaikat?,dapat melintasi alam semesta secepat kilat atau bahkan lebih cepat lagi,SPAN,409,480,C
30239qJxzKpT4gziPvpN4Rqd3811,"Jerman dibagi secara de facto , dan dua negara merdeka, Republik Federal Jerman dan Republik Demokratis Jerman dibentuk di dalam perbatasan zona pendudukan Sekutu dan Soviet. Seluruh Eropa terbagi antara cakupan pengaruh Barat dan Soviet. Kebanyakan negara Eropa timur dan tengah masuk dalam cakupan Soviet yang melibatkan pendirian rezim-rezim Komunis dengan dukungan penuh atau setengah dari otoritas pendudukan Soviet. Akibatnya, Polandia, Hongaria, Cekoslowakia, Rumania, Albania, dan Jerman Timur menjadi negara satelit Soviet. Yugoslavia Komunis melaksanakan kebijakan merdeka penuh yang menciptakan ketegangan dengan Uni Soviet.",Negara mana saja yang menjadi negara satelit Soviet?,"Polandia, Hongaria, Cekoslowakia, Rumania, Albania, dan Jerman Timur",SPAN,433,501,B
2472J9OcrMuEU-NMunTzS_UI1846,"Sebelum dilakukan amendemen, UUD 1945 terdiri atas Pembukaan, Batang Tubuh (16 bab, 37 pasal, 65 ayat (16 ayat berasal dari 16 pasal yang hanya terdiri dari 1 ayat dan 49 ayat berasal dari 21 pasal yang terdiri dari 2 ayat atau lebih), 4 pasal Aturan Peralihan, dan 2 ayat Aturan Tambahan), serta Penjelasan.",Berapakah banyak Bab pada batang tubuh UUD 1945 sebelum amandemen ?,16 bab,SPAN,76,82,B
1527UKGoQiYuIWZfUOoYgAYF1954,"Jung Jae-hyun , kemudian berganti nama menjadi Jung Yoon-oh, lahir di Seoul, Korea Selatan pada . Jaehyun diperkenalkan menjadi anggota SM Rookies pada Desember 2013. Pada Januari 2015, ia memandu program musik Show Champion. Bersama dengan Johnny, ia menjadi penyiar di acara radio SBS, NCT s Night Night! mulai 20 Maret 2017.",Apa nama program yang dipandu oleh Jung Yoon-oh?,Show Champion,SPAN,211,224,A
1950b8OIQ8bzZrEdme_QFejW2297,"Putra Murad II, Mehmed II, menata ulang negara dan militernya, lalu menaklukkan Konstantinopel pada tanggal 29 Mei 1453. Mehmed mengizinkan Gereja Ortodoks mempertahankan otonomi dan tanahnya dengan imbalan mengakui pemerintahan Utsmaniyah. Karena hubungan yang buruk antara negara-negara Eropa Barat dan Kekaisaran Romawi Timur, banyak penduduk Ortodoks yang mengakui kekuasaan Utsmaniyah alih-alih Venesia.",Apa imbalan yang didapat dari mehmed dengan mengizinkan Gereja Ortodoks?,mengakui pemerintahan Utsmaniyah,SPAN,207,239,C
1439FueGAYIvwKpcGr1leJJu2135,"Laju perkembangan penduduk ini pernah coba ditekan oleh gubernur Ali Sadikin pada awal 1970-an dengan menyatakan Jakarta sebagai kota tertutup bagi pendatang. Kebijakan ini tidak bisa berjalan dan dilupakan pada masa-masa kepemimpinan gubernur selanjutnya. Hingga saat ini, Jakarta masih harus bergelut dengan masalah-masalah yang terjadi akibat kepadatan penduduk, seperti banjir, kemacetan, serta kekurangan alat transportasi umum yang memadai.",Siapa yang ingin mengurangi laju penduduk?,Ali Sadikin,SPAN,65,76,B
3014pcTrhA69GQHkNXpHvhmZ3831,"Tanggal 16 Desember 1944, Jerman mengupayakan kesuksesan terakhirnya di Front Barat dengan mengerahkan sisa-sisa pasukan cadangannya untuk melancarkan serangan balasan massal di Ardennes untuk memecah belah Sekutu Barat, mengepung sebagian besar tentara Sekutu Barat dan menaklukkan pelabuhan suplai utama mereka di Antwerp demi mencapai penyelesaian politik. Pada Januari, serangan ini digagalkan tanpa satu tujuan strategis pun yang tercapai. Di Italia, Sekutu Barat tetap buntu di garis pertahanan Jerman. Pada pertengahan Januari 1945, Soviet menyerbu Polandia, bergerak dari Sungai Vistula ke Sungai Oder di Jerman, dan menduduki Prusia Timur. Tanggal 4 Februari, para pemimpin A.S., Britania Raya, dan Soviet bertemu di Konferensi Yalta. Mereka menyetujui pendudukan di Jerman pascaperang, dan Uni Soviet bergabung dalam perang melawan Jepang.",Apa tujuan serangan balasan Jerman di Ardennes?,memecah belah Sekutu Barat,SPAN,193,219,B
2958RqWdfJdoUOuFb0joLgV93964,"Terlalu lemah melawan Jepang, Tiongkok meminta bantuan Liga Bangsa-Bangsa. Jepang menarik diri dari Liga Bangsa-Bangsa setelah dikecam atas tindakannya terhadap Manchuria. Kedua negara ini kemudian bertempur di Shanghai, Rehe, dan Hebei sampai Gencatan Senjata Tanggu ditandatangani tahun 1933. Setelah itu, pasukan sukarelawan Tiongkok melanjutkan pemberontakan terhadap agresi Jepang di Manchuria, dan Chahar dan Suiyuan.",Dimanakah Jepang dan Tiongkok bertempur?,"di Shanghai, Rehe, dan Hebei",SPAN,208,236,B
239409bAojLcBv-vX19Ipsyy3660,"Lafadz Bismillahirahmanirrahim (بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيمِ) merupakan ciri di hampir seluruh pembuka surah di Al-Qur’an selain Surah At-Taubah. Walaupun demikian, terdapat 114 lafadz Bismillahirahmanirrahim yang setara dengan jumlah 114 surah dalam Al-Quran, oleh sebab lafadz ini disebut dua kali dalam Surah An-Naml, yakni pada bagian pembuka surah serta pada ayat ke-30 yang berkaitan dengan sebuah surat dari raja Sulaiman kepada ratu Saba.",Surah apakah yang tidak terdapat lafadz Bismillahirahmanirrahim di bagian pembukanya?,Surah At-Taubah,SPAN,137,152,B
1627Ewd39gIbO48nfIpKd3jZ1160,"Singapura memiliki hubungan diplomatik dengan 175 negara, meski tidak menempatkan seorang komisi tinggi atau kedutaan di beberapa negara. Singapura adalah anggota dari Perserikatan Bangsa-Bangsa, Persemakmuran, ASEAN dan Gerakan Non-Blok. Atas alasan geografis yang jelas, hubungan dengan Malaysia dan Indonesia adalah yang terpenting tetapi politik domestik tiga negara sering mengancam hubungan mereka.",Berapakah hubungan diplomatik yang dimiliki Singapura ?,175 negara,SPAN,46,56,B
692dt6AYZva7v7XYgvIDEbY2893,"Selama hampir 32 tahun pemerintahannya Soeharto meletakkan pondasi pembangunan di Indonesia melalui Repelita. Dalam masa kekuasaannya, yang disebut Orde Baru, Soeharto membangun negara yang stabil dan mencapai kemajuan ekonomi dan infrastruktur. Dalam era ini masyarakat mendapati harga bahan-bahan pokok yang terjangkau dan situasi keamanan dan ketertiban yang terjaga, juga tercapainya Swasembada Beras. Hal ini ditandai dengan medali From Rice Importer To Self Sufficiency dari Food and Agriculture Organization (FAO) pada 1984 yang diterima Presiden Soeharto.",berapa lama masa kepemerintahan Soeharto?,32 tahun,SPAN,14,22,A
